email_id	sender	subject	date	body	label
E067	careers@salesforce.wd1.myworkdaycom	Artificial Intelligence Engineer Intern at Salesforce	4/2/26	Salesforce Careers has opened applications for a Artificial Intelligence Engineer Intern position in New York, NY. Apply here: https://salesforce.wd1.myworkdayjobs.com/salesforce-artificial-intelligence-engineer-intern-new-york-ny-67. Deadline: May 08, 2026. Key skills: Python, large language models, prompt engineering, retrieval.	relevant
E101	rewards@foodapp.com	Campus Events This Week	4/2/26	Explore budget-friendly destinations and travel tips for your next trip.	irrelevant
E105	travel@deals.com	Library hours updated for finals week	4/2/26	Cedar Dell maintenance is scheduled next week. Please review move details.	irrelevant
E110	security@service.com	Registration open for Artificial Intelligence Hackathon	4/3/26	Join us for food, music, and networking at the student center this Friday.	irrelevant
E016	careers@palantir.com	Machine Learning Engineer Intern opening in Palo Alto, CA	4/4/26	Palantir Careers has opened applications for a Machine Learning Engineer Intern position in Palo Alto, CA. Apply here: https://palantir.com/careers/palantir-machine-learning-engineer-intern-palo-alto-ca-16. Deadline: April 23, 2026. Key skills: Python, PyTorch, deep learning, application programming interfaces.	relevant
E055	jobs-noreply@linkedin.com	Backend Developer at Palantir	4/4/26	Applications are now open for the Backend Developer role at Palantir in Mountain View, CA. Apply: https://palantir.com/careers/palantir-backend-developer-mountain-view-ca-55 Deadline: April 30, 2026. Skills: Python, application programming interfaces, PostgreSQL, cloud.	relevant
E085	alerts@glassdoor.com	Deadline approaching for Meta Data Science Intern	4/4/26	Application deadline approaching for Meta Data Science Intern. Location: Menlo Park, CA. Apply here: https://careers.meta.com/meta-data-science-intern-menlo-park-ca-core Deadline: March 28, 2026.	relevant
E092	recruiting@netflix.com	Application received for Software Engineer New Graduate at Netflix	4/4/26	Thank you for your interest in the Software Engineer New Graduate role at Netflix. We have received your application.	relevant
E098	library@university.edu	Resume Workshop Next Tuesday	4/4/26	Please note the updated library hours starting Monday.	irrelevant
E068	jobs-noreply@linkedin.com	Uber is hiring: Machine Learning Engineer Intern	4/5/26	Uber is hiring a Machine Learning Engineer Intern in Palo Alto, CA. Apply here: https://uber.com/careers/uber-machine-learning-engineer-intern-palo-alto-ca-68 Deadline: April 30, 2026. Required skills include Python, PyTorch, deep learning, application programming interfaces.	relevant
E094	recruiting@uber.com	Interview invitation: Deep Learning Intern at Uber	4/5/26	You have been invited to schedule an interview for the Deep Learning Intern position at Uber.	relevant
E119	promotions@shop.com	Flash Sale on Electronics	4/5/26	We noticed a recent sign-in attempt. Review your account activity if needed.	irrelevant
E133	noreply@bank.com	Security notice: new sign-in from Chrome	4/5/26	You earned 220 reward points this week. Redeem them in the application.	irrelevant
E039	careers@lifeatspotify.com	New Artificial Intelligence Engineer Intern opportunity at Spotify	4/6/26	Spotify Careers has opened applications for a Artificial Intelligence Engineer Intern position in San Jose, CA. Apply here: https://lifeatspotify.com/jobs/spotify-artificial-intelligence-engineer-intern-san-jose-ca-39. Deadline: April 18, 2026. Key skills: Python, large language models, prompt engineering, retrieval.	relevant
E047	careers@doordash.com	Data Scientist at DoorDash	4/6/26	DoorDash is hiring a Data Scientist in Los Angeles, CA. Apply here: https://careers.doordash.com/doordash-data-scientist-los-angeles-ca-47 Deadline: April 25, 2026. Required skills include Python, SQL, machine learning, experimentation.	relevant
E131	events@hackathon.org	Important account update	4/6/26	Get forty percent off on selected items this weekend only.	irrelevant
E107	library@university.edu	Flash Sale on Electronics	4/7/26	Compete with students across the country in an artificial intelligence hackathon this month.	irrelevant
E127	updates@housing.edu	Flash Sale on Electronics	4/8/26	Join this free online webinar about interview preparation and networking basics.	irrelevant
E086	recruiting@accenture.com	Interview invitation: Software Engineer New Graduate at Accenture	4/9/26	We are still reviewing your application for the Software Engineer New Graduate position at Accenture.	relevant
E126	noreply@bank.com	Your monthly statement is ready	4/9/26	Your account summary for this month is now available online.	irrelevant
E106	updates@housing.edu	Your weekly rewards summary	4/10/26	Explore budget-friendly destinations and travel tips for your next trip.	irrelevant
E099	newsletter@university.edu	Registration open for Artificial Intelligence Hackathon	4/11/26	Cedar Dell maintenance is scheduled next week. Please review move details.	irrelevant
